requested_index,id,question,type,chapter,right,ta,options_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,imageurl,sohuimg,bestanswer
402,402,这个标志是何含义？,2,2,3,3,"A:堤坝路, B:上陡坡, C:下陡坡, D:连续上坡",堤坝路,上陡坡,下陡坡,连续上坡,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/402-1693897372196.jpg,,一个箭头向上是上陡坡，一个箭头向下是下陡坡。两个箭头向上是连续上坡，两个箭头向下是连续下坡。图中一个箭头向下，表示下陡坡，用以提醒车辆驾驶人小心驾驶。
221330,221330,驾车上坡将要到达坡顶时，不可鸣喇叭示意。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,《道路交通安全法实施条例》第五十九条：机动车驶近急弯、坡道顶端等影响安全视距的路段以及超车或者遇有紧急情况时，应当减速慢行，并鸣喇叭示意
147,147,驾驶机动车通过交叉路口要遵守交通信号。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,交通信号包括交通信号灯、交通标志、交通标线和交警指挥。通过交叉路口时要遵守交通信号。《道路交通安全法》第四十四条：机动车通过交叉路口，应当按照交通信号灯、交通标志、交通标线或者交通警察的指挥通过。
403,403,图中交通标志是指（）。,2,2,4,4,"A:连续上坡, B:上陡坡, C:下陡坡, D:连续下坡",连续上坡,上陡坡,下陡坡,连续下坡,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/403-1693897373357.jpg,,一个箭头向上是上陡坡，一个箭头向下是下陡坡两个箭头向上是连续上坡，两个箭头向下是连续下坡图中两个箭头向下，表示连续下坡用以提醒车辆驾驶人小心驾驶，当连续下坡总长大于3km后，应重复设置两个箭头向上是连续上坡，两个箭头向下是连续下坡
659,659,图中路口中央黄色路面标记是什么标线？,2,2,3,3,"A:中心圈, B:导流线, C:网状线, D:停车区",中心圈,导流线,网状线,停车区,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/659-1693897874047.jpg,,图中路口中央黄色路面标记是网状线，呈黄色网格状，表示禁止一切车辆长时或临时停车，防止交通阻塞。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.10网状线：用以标示禁止以任何原因停车的区域，视需要划设于易发生临时停车造成堵塞的交叉路口、出入口及其他需要设置的位置。
148,148,驾驶机动车在没有交通信号的路口要尽快通过。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,没有交通信号的路口，行人和车辆通行不可预测，应减速慢行。题中说尽快通过，所以选错。《道路交通安全法》第四十四条：通过没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口时，应当减速慢行，并让行人和优先通过的车辆先行。
404,404,这是什么交通标志？,2,2,1,1,"A:两侧变窄, B:右侧变窄, C:左侧变窄, D:桥面变窄",两侧变窄,右侧变窄,左侧变窄,桥面变窄,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/404-1693897375417.jpg,,图中标志上面窄，下面宽，两边同时变窄，表示两侧变窄。两侧变窄：用以警告车辆驾驶人注意前方车行道或路面狭窄情况，遇有来车应减速避让。设在窄路以前适当位置。上窄下宽，两边同时变窄表示两侧变窄。
660,660,图中圈内两条黄色虚线间的区域是何含义？,2,2,4,4,"A:大客车专用车道, B:营运客车专用车道, C:出租车专用车道, D:公交专用车道",大客车专用车道,营运客车专用车道,出租车专用车道,公交专用车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/660-1693897877199.jpg,,图中红色圈内标线是公交专用车道，由黄色虚线及白色文字“公交专用车道”组成，表示在规定时间内只准公交车行驶，其他车辆及行人不得进入该车道GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.11.1公交专用车道线：由黄色虚线及白色文字组成，表示除公交车外，其他车辆及行人不得进入该车道
29332,29332,如图所示，驾驶机动车在路口遇到这种信号灯可以怎样行驶？,2,2,4,4,"A:向左或向右转弯, B:直行或向左转弯, C:向左转弯, D:直行或向右转弯",向左或向右转弯,直行或向左转弯,向左转弯,直行或向右转弯,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/29332-1693901645971.jpg,,图中信号灯绿灯亮起，本车所在车道地面标记是直行和右转箭头，所以驾驶机动车遇到这种信号灯时可以直行或向右转弯。所以本题选直行或向右转弯。
405,405,这是什么交通标志？,2,2,2,2,"A:两侧变窄, B:右侧变窄, C:左侧变窄, D:桥面变窄",两侧变窄,右侧变窄,左侧变窄,桥面变窄,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/405-1693897377396.jpg,,右侧变窄：用以警告车辆驾驶人注意前方车行道或路面狭窄情况，遇有来车应予减速避让。设在双车道路面宽度缩减为6m以下的路段起点前方。
661,661,道路最左侧白色虚线区域是何含义？,2,2,1,1,"A:多乘员车辆专用车道, B:小型客车专用车道, C:未载客出租车专用车道, D:大型客车专用车道",多乘员车辆专用车道,小型客车专用车道,未载客出租车专用车道,大型客车专用车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/661-1693897881460.jpg,,图中红色圈内标线是多乘员车辆专用车道，由白色虚线和白色文字“多成员专用”组成，表示该车道为有多个乘车人的多乘员车辆专用的车道，未载乘客或乘员数未达规定的车辆不得入内GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.11.4多乘员车辆专用车道线：由白色虚线及白色文字组成，表示该车行道为有多个乘车人的多乘员车辆专用的车道，未载乘客或乘员数未达规定的车辆不得入内行驶白色虚线的线段长度和间隔均为400cm，线宽为20cm或25cm标写的文字为：多乘员专用
150,150,如图所示，行至这种情况的铁路道口要停车观察。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/150-1693897181062.jpg,,图中标志是无人看守的铁路道口，要停车观察确认安全后再通过。《道路交通安全法》第四十六条：机动车通过铁路道口时，应当按照交通信号或者管理人员的指挥通行；没有交通信号或者管理人员的，应当减速或者停车，在确认安全后通过。
406,406,这是什么交通标志？,2,2,3,3,"A:两侧变窄, B:右侧变窄, C:左侧变窄, D:桥面变窄",两侧变窄,右侧变窄,左侧变窄,桥面变窄,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/406-1693897379478.jpg,,左侧变窄：用以警告车辆驾驶人注意前方车行道或路面狭窄情况，遇有来车应予以减速避让。其设置在双车道路面宽度缩减为6米以下的路段起点前方。
662,662,路面上的黄色标记是何含义？,2,2,2,2,"A:禁止转弯, B:禁止掉头, C:允许掉头, D:禁止直行",禁止转弯,禁止掉头,允许掉头,禁止直行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/662-1693897885422.jpg,,黄色标记为禁止掉头标记，由黄色掉头导向箭头和黄色叉形标记左右组合而成，黄色叉形标记位于左侧，表示本路口或区间禁止车辆掉头。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.12禁止掉头（转弯）标记：用于禁止车辆掉头或转弯的路口或区间。禁止掉头（转弯）标记由黄色导向箭头和黄色叉形标记左右组合而成，黄色叉形标记位于左侧，如本车道为限时禁止掉头（转弯）车道，应在禁止掉头（转弯）标记下附加禁止掉头（转弯）时间段的黄色文字。
221334,221334,高速公路错过出口后，以下做法正确的是（）。,2,2,3,3,"A:立即掉头返回, B:立即倒车返回, C:在下一出口驶离, D:急刹车后停车",立即掉头返回,立即倒车返回,在下一出口驶离,急刹车后停车,,,,,,在高速公路行驶时，错过出口只能继续行驶，寻找下个出口，在下一出口驶离
151,151,在这种情况的交叉路口转弯要让直行车先行。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/151-1726738037533.jpg,,右转让左转，左转让直行，转弯让直行。图中对向车辆直行，我方车辆左转需让行。《道路交通安全法实施条例》第五十二条：机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，转弯的机动车让直行的车辆先行。
407,407,这个标志是何含义？,2,2,4,4,"A:窄路, B:右侧变窄, C:左侧变窄, D:窄桥",窄路,右侧变窄,左侧变窄,窄桥,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/407-1693897381468.jpg,,窄桥：用以警告车辆驾驶人注意前方桥面宽度变窄，应谨慎驾驶。其设置在桥面净宽较两端路面宽度变窄，且桥的净宽小于6米的桥梁以前适当位置。
663,663,路面上的黄色标记是何含义？,2,2,3,3,"A:禁止左转, B:禁止掉头, C:禁止右转, D:禁止直行",禁止左转,禁止掉头,禁止右转,禁止直行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/663-1693897887157.jpg,,黄色标记为禁止右转标记，由黄色右转导向箭头和黄色叉形标记左右组合而成，黄色叉形标记位于左侧，表示本路口或区间禁止车辆转弯。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.12禁止掉头（转弯）标记：用于禁止车辆掉头或转弯的路口或区间。禁止掉头（转弯）标记由黄色导向箭头和黄色叉形标记左右组合而成，黄色叉形标记位于左侧，如本车道为限时禁止掉头（转弯）车道，应在禁止掉头（转弯）标记下附加禁止掉头（转弯）时间段的黄色文字。
221335,221335,在有交通信号灯控制的交叉路口左转弯时，以下做法错误的是（）。,2,2,2,2,"A:靠路口中心点左侧转弯, B:无需观察交通信号灯, C:开启左转向灯, D:夜间开启近光灯",靠路口中心点左侧转弯,无需观察交通信号灯,开启左转向灯,夜间开启近光灯,,,,,,驾驶人在交通信号灯控制的交叉路口左转弯时，要靠路口中心点左侧转弯，开启左转向灯，夜间还需开启近光灯题中问错误的，选无需观察交通信号灯
408,408,这个标志是何含义？,2,2,1,1,"A:双向交通, B:分离式道路, C:潮汐车道, D:减速让行",双向交通,分离式道路,潮汐车道,减速让行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/408-1693897383636.jpg,,黄色三角形里面有双向箭头，表示双向交通。双向交通：用以提醒车辆驾驶人注意会车。设在由双向分离行驶，因某种原因出现临时性或永久性的不分离双向行驶的路段或由单向行驶进入双向行驶的路段以前适当位置。
664,664,路面上的白色标线是何含义？,2,2,1,1,"A:车行道横向减速标线, B:道路施工提示标线, C:车行道纵向减速标线, D:车道变少提示标线",车行道横向减速标线,道路施工提示标线,车行道纵向减速标线,车道变少提示标线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/664-1693897889156.jpg,,图中红色圈内标线是车行道横向减速标线标线为垂直于中心线的白色标线，用在弯路、坡路、隧道洞口前、长下坡路段及其他需要减速的车道前或道路中间的机动车行车道内GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》6.5.3车行道横向减速标线为一组垂直于车道中心线的白色标线，线宽45cm，线与线间距45cm车行道横向减速标线的设置间隔应使车辆通过各标线间隔的时间大致相等，以利于行驶速度逐步降低
153,153,在交叉路口遇到这种情况享有优先通行权。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/153-1693897188831.jpg,,右转让左转，左转让直行，转弯让直行。图中对向车辆左转，我方车辆右转需让行。《道路交通安全法实施条例》第五十二条：机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，相对方向行驶的右转弯的机动车让左转弯的车辆先行。
